2017-09-15 11:30:43:347;	0.0009860902774774744;	-0.036921756051488265;	0.005245913076922331;	0.009846191406250003;	-0.0042783203125;	0.99970556640625
2017-09-15 11:30:43:408;	-0.006576407585911126;	-0.02852660544805597;	0.007715362307691541;	-0.00016357421874999695;	0.0003603515624999998;	0.99409033203125
2017-09-15 11:30:43:459;	-0.004829326702263659;	-0.04702859617407422;	0.007389103076922296;	-0.000895996093749997;	0.0020693359374999998;	1.00141455078125
2017-09-15 11:30:43:514;	-0.008174980082033554;	-0.06516807280815005;	0.004258536153845359;	0.006672363281250003;	-0.0057431640625;	1.01264501953125
2017-09-15 11:30:43:567;	-0.0032884344411984417;	-0.055185559574941215;	0.0014284307692299604;	-0.002116699218749997;	0.0052431640625;	1.00141455078125
2017-09-15 11:30:43:619;	-0.019465414320276365;	-0.04694704971523857;	0.004407248461537639;	-0.003581542968749997;	-0.0081845703125;	1.00727392578125
2017-09-15 11:30:43:671;	-0.01824212983653183;	-0.029159262593491338;	0.0008760661538453178;	-0.003581542968749997;	-0.0030576171875000002;	1.00141455078125
2017-09-15 11:30:43:729;	-0.0075830945525042;	-0.016944634688763168;	0.005657653076922226;	0.001789550781250003;	0.0042666015625;	1.00043798828125
2017-09-15 11:30:43:785;	-0.009628339110017174;	-0.0057310507361574056;	0.004138146923076063;	-0.004069824218749997;	0.00011621093749999978;	1.00068212890625
2017-09-15 11:30:43:848;	-0.007981557870949198;	0.00308752468990792;	0.0019175638461529773;	-0.002116699218749997;	0.0013369140624999998;	1.00117041015625
2017-09-15 11:30:43:902;	0.004655499842030638;	0.008991847252635172;	0.0024926892307683473;	-0.006267089843749997;	0.0054873046875;	0.99750830078125
2017-09-15 11:30:43:964;	-0.009119283414379233;	0.0024955169595909186;	0.0036687376923067944;	0.002277832031250003;	-0.0030576171875000002;	0.99799658203125
2017-09-15 11:30:44:021;	0.005025480777603507;	-0.0003621217719310065;	0.0003378630769221657;	0.005695800781250003;	0.0013369140624999998;	0.99653173828125
2017-09-15 11:30:44:081;	0.001337494778206182;	0.0113608204744428;	0.0026070046153836854;	-0.004069824218749997;	-0.0035458984375000002;	0.99457861328125
2017-09-15 11:30:44:141;	-0.012432471221616802;	0.003134293106478371;	0.00317353076922982;	-0.001140136718749997;	-0.0018369140625000002;	0.99750830078125
2017-09-15 11:30:44:203;	-0.004669708558200132;	-0.003393852457420339;	0.006844826153845185;	0.003498535156250003;	0.0008486328124999998;	1.00629736328125
2017-09-15 11:30:44:262;	-0.0010952234951357635;	-0.0012931237823152705;	0.0037056599999990116;	-0.003093261718749997;	-0.0018369140625000002;	1.00336767578125
2017-09-15 11:30:44:322;	0.0067421467889615455;	0.004842795721651675;	0.005874647692306685;	-0.003337402343749997;	-0.0006162109375000002;	1.00019384765625
2017-09-15 11:30:44:382;	0.026328672586067917;	-0.011346958193785717;	0.008945019999998973;	0.003254394531250003;	0.0042666015625;	0.99921728515625
2017-09-15 11:30:44:441;	0.026994772833555072;	-0.032449035629241146;	0.007808930769229722;	0.001057128906250003;	-0.0006162109375000002;	0.99970556640625
2017-09-15 11:30:44:500;	0.023449708974433294;	-0.031767824741511394;	0.005370841538460472;	-0.001872558593749997;	0.0006044921874999998;	0.99555517578125
2017-09-15 11:30:44:559;	0.04007474600817295;	-0.03506888060669685;	0.003733983076921991;	-0.001140136718749997;	0.0028017578124999998;	0.99555517578125
2017-09-15 11:30:44:621;	0.043189370051011367;	-0.027753212994997483;	0.0023975861538450497;	0.006184082031250003;	0.0013369140624999998;	0.99628759765625
2017-09-15 11:30:44:681;	0.030023246690182886;	-0.018158484312309757;	0.005467958461537338;	0.00008056640625000305;	-0.0015927734375000002;	1.00361181640625
2017-09-15 11:30:44:739;	0.011178831406442425;	0.0028112223957597582;	0.0046323307692296275;	-0.005046386718749997;	-0.0035458984375000002;	0.99555517578125
2017-09-15 11:30:44:799;	0.008529641816566859;	0.010372459256416992;	0.00730208769230653;	-0.009440917968749997;	0.0059755859375;	1.00068212890625
2017-09-15 11:30:44:857;	0.00631473681783183;	0.008543403603073527;	0.004062767692306511;	0.002033691406250003;	-0.0045224609375;	0.99140478515625
2017-09-15 11:30:44:915;	-0.007235248562341035;	0.013735289306467804;	0.009036063076921876;	-0.000651855468749997;	-0.0015927734375000002;	0.99677587890625
2017-09-15 11:30:44:975;	-0.008919785620645089;	0.0045441717871996835;	0.007899973846152623;	0.003986816406250003;	0.0003603515624999998;	0.99531103515625
2017-09-15 11:30:45:033;	-0.02168228084591934;	-0.009280029518834694;	0.007665269230767987;	0.004230957031250003;	-0.0040341796875;	1.00141455078125
2017-09-15 11:30:45:091;	-0.03065106352960505;	-0.004321286164830399;	0.00823179538461412;	0.005207519531250003;	-0.0011044921875000002;	1.00507666015625
2017-09-15 11:30:45:149;	-0.046382648731812824;	-0.0036864089387427697;	0.008397706153844867;	-0.00016357421874999695;	-0.0030576171875000002;	1.00580908203125
2017-09-15 11:30:45:211;	-0.04060411431873223;	-0.003171545385680345;	0.009765463076921768;	-0.001628417968749997;	-0.0018369140625000002;	0.99799658203125
2017-09-15 11:30:45:275;	-0.037957753717863855;	-0.01815936493024136;	0.009430604615383285;	0.002521972656250003;	-0.0020810546875000002;	1.00678564453125
2017-09-15 11:30:45:328;	-0.05050875465748656;	-0.019301339303651813;	0.012108960769229422;	0.002277832031250003;	-0.0025693359375000002;	1.00190283203125
2017-09-15 11:30:45:399;	-0.03528202670576986;	-0.03654771370006245;	0.014486855384614018;	0.002277832031250003;	0.0030458984374999998;	0.99360205078125
2017-09-15 11:30:45:461;	-0.03718891227844987;	-0.02965596887934404;	0.016873349230767852;	-0.001872558593749997;	0.0006044921874999998;	1.00239111328125
2017-09-15 11:30:45:523;	-0.04196187752295166;	-0.01953207207170352;	0.017047859230767834;	0.001789550781250003;	0.00011621093749999978;	0.99384619140625
2017-09-15 11:30:45:582;	-0.035942872427403946;	-0.0018065373808684336;	0.018824830769229358;	-0.002849121093749997;	0.0010927734374999998;	1.00019384765625
2017-09-15 11:30:45:649;	-0.03407450776139166;	-0.0002383868856405541;	0.01799780230769088;	-0.005046386718749997;	-0.0025693359375000002;	1.00825048828125
2017-09-15 11:30:45:706;	-0.021627049511652088;	-0.0036924738046470603;	0.018072158461537015;	0.002033691406250003;	-0.00012792968750000022;	1.00825048828125
2017-09-15 11:30:45:769;	-0.026332435047383935;	-0.002547978551804472;	0.01834682230769084;	-0.001872558593749997;	-0.0057431640625;	1.00190283203125
2017-09-15 11:30:45:826;	-0.03107059752353751;	0.027707983574673124;	0.01902210153846005;	-0.006511230468749997;	0.0003603515624999998;	0.99872900390625
2017-09-15 11:30:45:885;	-0.018854962341283588;	0.03842080211992034;	0.02360338076922926;	-0.005046386718749997;	0.0037783203124999998;	0.99750830078125
2017-09-15 11:30:45:945;	-0.02048169861577499;	0.04504866959406233;	0.024679275384613855;	0.004719238281250003;	-0.0011044921875000002;	0.99311376953125
2017-09-15 11:30:46:004;	-0.0174235841417084;	0.033332723780726194;	0.023443032307690754;	0.001789550781250003;	-0.0011044921875000002;	1.00336767578125
2017-09-15 11:30:46:066;	-0.00456684221489002;	0.04947361389508603;	0.023809250769229184;	0.001057128906250003;	0.0028017578124999998;	1.00092626953125
2017-09-15 11:30:46:118;	-0.008045495214325148;	0.02383212824573925;	0.02208943692307533;	0.009602050781250003;	0.0003603515624999998;	0.99994970703125
2017-09-15 11:30:46:190;	-0.02015774675183346;	0.013827471502905628;	0.024083914615383013;	0.005695800781250003;	-0.0079404296875;	0.99311376953125
2017-09-15 11:30:46:246;	-0.031023712139909804;	0.0034093569934483554;	0.02365750153845992;	0.00032470703125000305;	-0.0037900390625000002;	1.01191259765625
2017-09-15 11:30:46:304;	-0.029261004087184468;	0.011222017599754365;	0.02273031923076759;	-0.001384277343749997;	0.0010927734374999998;	0.99457861328125
2017-09-15 11:30:46:364;	-0.018099922857438295;	0.007163729985938772;	0.027712213846152182;	0.003010253906250003;	0.0037783203124999998;	1.00043798828125
2017-09-15 11:30:46:418;	-0.01183081092563484;	0.007643794677190286;	0.028396092307690628;	-0.000895996093749997;	0.0042666015625;	1.00019384765625
2017-09-15 11:30:46:469;	-0.0147849805618281;	0.02267234986129421;	0.02567473999999831;	-0.003825683593749997;	-0.0052548828125;	0.99897314453125
2017-09-15 11:30:46:525;	-0.012877616236011972;	0.011622677013827548;	0.025248326923075215;	-0.005534667968749997;	0.0028017578124999998;	1.00556494140625
2017-09-15 11:30:46:584;	-0.0025661325002380086;	0.00045293036067526867;	0.024020683076921352;	-0.000895996093749997;	0.0018251953124999998;	1.00312353515625
2017-09-15 11:30:46:644;	0.0010774240402631077;	-0.0001825685348927678;	0.02189165461538287;	-0.004802246093749997;	-0.0003720703125000002;	0.99921728515625
2017-09-15 11:30:46:706;	0.0022090486217703313;	-0.0011054550554402554;	0.022867395384613617;	-0.001140136718749997;	0.0003603515624999998;	0.99384619140625
2017-09-15 11:30:46:765;	0.011448897448177455;	-0.009763165591711476;	0.018434828461536674;	0.003010253906250003;	0.0032900390624999998;	1.01118017578125
2017-09-15 11:30:46:828;	-0.005120388810561661;	-0.012847244363472763;	0.018409030769228965;	0.002277832031250003;	-0.0069638671875;	0.98798681640625
2017-09-15 11:30:46:890;	0.0056520202545182864;	-0.0041761087639061775;	0.018583540769228947;	-0.004558105468749997;	0.0042666015625;	1.00190283203125
2017-09-15 11:30:46:951;	0.005472751581223461;	-0.004290152776353753;	0.016754973846152005;	0.002766113281250003;	-0.0057431640625;	0.99604345703125
2017-09-15 11:30:47:014;	0.007041135344411553;	0.011387524006430366;	0.020034253076921218;	-0.000651855468749997;	0.0020693359374999998;	1.00165869140625
2017-09-15 11:30:47:065;	0.002048324839759577;	0.007991940616118094;	0.017913823846151974;	-0.00016357421874999695;	-0.0013486328125000002;	1.00873876953125
2017-09-15 11:30:47:116;	-0.0016706135991210536;	0.003199982966689853;	0.017696317692305806;	-0.001384277343749997;	-0.0028134765625000002;	0.99921728515625
2017-09-15 11:30:47:183;	-0.004400861972829296;	0.011936670473417484;	0.017870827692305788;	0.001789550781250003;	0.0035341796874999998;	0.99677587890625
2017-09-15 11:30:47:237;	-0.0070694276888470615;	0.025979017641768215;	0.018546106923075;	-0.002360839843749997;	0.0035341796874999998;	1.00092626953125
2017-09-15 11:30:47:295;	-0.0011166044359860036;	0.03637970127464654;	0.01791938615384421;	-0.005778808593749997;	0.0010927734374999998;	1.00385595703125
2017-09-15 11:30:47:346;	-0.014770045794812269;	0.0239494826457372;	0.021198665384613426;	-0.000651855468749997;	-0.0023251953125000002;	0.98603369140625
2017-09-15 11:30:47:401;	-0.015079941516024322;	0.040534041378194316;	0.021873944615382633;	-0.003093261718749997;	-0.0008603515625000002;	0.99702001953125
2017-09-15 11:30:47:460;	-0.011939172722309913;	0.022380443580940244;	0.022740932307690306;	0.004475097656250003;	-0.0003720703125000002;	1.00117041015625
2017-09-15 11:30:47:518;	-0.00881164770193868;	0.02708188808170283;	0.022606381538459508;	0.002033691406250003;	0.0006044921874999998;	1.01313330078125
2017-09-15 11:30:47:578;	-0.010250422857503574;	0.025347079184998955;	0.029382446153844097;	0.001545410156250003;	0.0059755859375;	1.00214697265625
2017-09-15 11:30:47:636;	-0.028180467706884066;	0.0212098119817202;	0.028146203076920995;	0.00008056640625000305;	-0.0035458984375000002;	0.99848486328125
2017-09-15 11:30:47:694;	-0.020749721522510717;	0.012217857267579455;	0.030014729230767125;	0.002521972656250003;	0.0037783203124999998;	0.99921728515625
2017-09-15 11:30:47:756;	-0.021831476718396157;	0.017650705385269055;	0.027877101538459403;	0.001301269531250003;	-0.0015927734375000002;	1.00532080078125
2017-09-15 11:30:47:821;	-0.017406226502396045;	-0.0055075024357780665;	0.031047627692305527;	0.006916503906250003;	0.00011621093749999978;	0.99775244140625
2017-09-15 11:30:47:875;	-0.026305541573901036;	0.000732116061496182;	0.03392629153845935;	-0.000895996093749997;	-0.0025693359375000002;	1.00117041015625
2017-09-15 11:30:47:934;	-0.01888642017843003;	0.017140290171000366;	0.03719697153845933;	0.002277832031250003;	0.0076845703125;	1.00043798828125
2017-09-15 11:30:47:996;	-0.02659597242736398;	0.026255300454335644;	0.03926580538461315;	0.001057128906250003;	-0.0079404296875;	0.99946142578125
2017-09-15 11:30:48:054;	-0.03665530767826189;	0.030911680981876688;	0.03973217769230543;	0.001057128906250003;	0.0015810546874999998;	1.00458837890625
2017-09-15 11:30:48:112;	-0.014164581500331508;	0.02134915637987931;	0.04430485769230539;	0.001545410156250003;	0.0059755859375;	0.99824072265625
2017-09-15 11:30:48:173;	-0.002182459693879945;	-0.01550243905413237;	0.04146615307692074;	0.006916503906250003;	-0.0018369140625000002;	0.99384619140625
2017-09-15 11:30:48:231;	-0.014379715413297542;	-0.015850876410139884;	0.04002960230768994;	-0.003337402343749997;	-0.0059873046875;	1.00654150390625
2017-09-15 11:30:48:291;	-0.012655575046715946;	0.0028261634173679696;	0.03919397461538222;	0.002033691406250003;	0.00011621093749999978;	0.99067236328125
2017-09-15 11:30:48:345;	-0.01708313501998141;	0.0008539972094655768;	0.03596325384615143;	-0.003581542968749997;	0.0013369140624999998;	1.00019384765625
2017-09-15 11:30:48:401;	-0.0036322237603934977;	0.002314223482489986;	0.03583730230768986;	0.000812988281250003;	-0.0028134765625000002;	1.00068212890625
2017-09-15 11:30:48:459;	-0.001431827472281032;	0.015431112217735302;	0.032397674615382135;	-0.001384277343749997;	0.0003603515624999998;	1.00336767578125
2017-09-15 11:30:48:517;	0.00022711521587582238;	0.04438507967126898;	0.03707050846153595;	-0.003581542968749997;	-0.0067197265625;	1.00556494140625
2017-09-15 11:30:48:570;	-0.007604699311549475;	0.039372387256440856;	0.03794609538461285;	0.001545410156250003;	-0.0013486328125000002;	1.00117041015625
2017-09-15 11:30:48:628;	0.003663073823207254;	0.049074641994645285;	0.03600877538461283;	-0.007487792968749997;	0.0028017578124999998;	0.99579931640625
2017-09-15 11:30:48:686;	0.0026857010772808384;	0.033428686987149174;	0.03477253230768972;	0.005695800781250003;	-0.0006162109375000002;	1.00507666015625
2017-09-15 11:30:48:747;	0.0015735783385311423;	0.02005710122611368;	0.033736596923074305;	-0.000895996093749997;	0.0010927734374999998;	0.99726416015625
2017-09-15 11:30:48:805;	-0.012242189795094338;	0.009952757727937332;	0.03460358461538196;	-0.003093261718749997;	-0.0030576171875000002;	0.99409033203125
2017-09-15 11:30:48:864;	-0.009681752894684193;	0.0227977482855646;	0.03567087999999732;	-0.002360839843749997;	0.0023134765624999998;	0.99311376953125
2017-09-15 11:30:48:922;	-0.005690984517258251;	0.02755210678830467;	0.03623740615384344;	-0.005046386718749997;	0.0003603515624999998;	1.00165869140625
2017-09-15 11:30:48:983;	-0.01185506110756331;	0.03533773308992564;	0.03750500923076648;	-0.000651855468749997;	-0.0064755859375;	0.99750830078125
2017-09-15 11:30:49:041;	-0.02142072645301458;	0.03398343528716996;	0.03576799692307415;	0.000568847656250003;	0.00011621093749999978;	0.99921728515625
2017-09-15 11:30:49:102;	-0.004342554309651887;	0.048962428335116485;	0.03513267692307412;	-0.004802246093749997;	0.0028017578124999998;	1.00068212890625
2017-09-15 11:30:49:157;	-0.001774941978208268;	0.0634998546541567;	0.035507494615381795;	0.00008056640625000305;	-0.0033017578125000002;	1.00507666015625
2017-09-15 11:30:49:210;	0.002322726794149506;	0.0574916901859021;	0.03107492769230485;	0.001301269531250003;	0.0003603515624999998;	0.99409033203125
2017-09-15 11:30:49:267;	0.007335038610265766;	0.05449598944839926;	0.030448206923074064;	-0.001140136718749997;	-0.0023251953125000002;	0.99506689453125
2017-09-15 11:30:49:318;	0.010248831772052922;	0.04091639822111606;	0.028219024615381734;	0.000568847656250003;	0.0013369140624999998;	0.99409033203125
2017-09-15 11:30:49:377;	0.01355507576803416;	0.027136234071510165;	0.025180012307689403;	-0.004069824218749997;	0.0006044921874999998;	1.00165869140625
2017-09-15 11:30:49:435;	0.020794606183280273;	0.0375363100221007;	0.025045461538458606;	-0.003093261718749997;	0.0020693359374999998;	0.99360205078125
2017-09-15 11:30:49:496;	0.008331720716876502;	0.049933694479907295;	0.02491091076922781;	-0.006511230468749997;	-0.0008603515625000002;	0.99726416015625
2017-09-15 11:30:49:556;	0.0027613420317259023;	0.0690443800603897;	0.02728020615384317;	-0.005046386718749997;	-0.0023251953125000002;	1.00141455078125
2017-09-15 11:30:49:614;	0.006166921263531863;	0.059433740271139526;	0.024842116923073913;	-0.00040771484374999695;	0.0015810546874999998;	1.00068212890625
2017-09-15 11:30:49:672;	0.006635767506751054;	0.03602317823514424;	0.02871371999999696;	0.004719238281250003;	0.0010927734374999998;	0.99824072265625
2017-09-15 11:30:49:732;	0.009463297132426666;	0.026197204199816235;	0.03268547692307386;	0.00008056640625000305;	0.0010927734374999998;	0.99702001953125
2017-09-15 11:30:49:790;	0.00807192727592121;	0.02611657897787579;	0.03285138769230461;	-0.003825683593749997;	0.0013369140624999998;	0.99848486328125
2017-09-15 11:30:49:848;	0.01791529119591558;	0.022054830911134;	0.03391868307691997;	-0.003825683593749997;	0.0018251953124999998;	0.99213720703125
2017-09-15 11:30:49:906;	0.028828792154899446;	0.03189460854874252;	0.03438505538461226;	-0.002360839843749997;	0.0030458984374999998;	1.00239111328125
2017-09-15 11:30:49:976;	0.020647706149935153;	0.014430273464650745;	0.03344927384615071;	0.005695800781250003;	0.0003603515624999998;	1.00043798828125
2017-09-15 11:30:50:040;	0.016534121070003037;	0.014646569153020716;	0.0372207230769199;	0.000568847656250003;	0.0023134765624999998;	0.99946142578125
2017-09-15 11:30:50:093;	0.015918176104140896;	0.016867591651440444;	0.03789600230768911;	-0.001140136718749997;	0.0040224609375;	0.99897314453125
2017-09-15 11:30:50:157;	0.02465215654313791;	0.0186659019521498;	0.036960220769227545;	0.000812988281250003;	0.0079287109375;	0.99018408203125
2017-09-15 11:30:50:214;	0.03712502855215502;	0.027577236035346904;	0.03872859307691983;	-0.008464355468749997;	0.0042666015625;	0.99946142578125
2017-09-15 11:30:50:272;	0.01902554082414577;	0.023223490217780057;	0.03679127307691981;	0.006672363281250003;	-0.0006162109375000002;	1.00898291015625
2017-09-15 11:30:50:333;	0.018058552962139027;	0.01627355066820834;	0.03675687615384285;	-0.002116699218749997;	0.0020693359374999998;	0.99360205078125
2017-09-15 11:30:50:392;	-0.004532250507299175;	0.011470318865917033;	0.03752370999999667;	0.000568847656250003;	-0.0042783203125;	1.00239111328125
2017-09-15 11:30:50:449;	-0.006359682249774769;	0.011626745671605343;	0.037789774615381265;	-0.001384277343749997;	0.0030458984374999998;	0.99531103515625
2017-09-15 11:30:50:507;	-0.0019222157381171554;	0.01811087673576243;	0.038256146923073546;	0.00032470703125000305;	0.0037783203124999998;	0.99897314453125
2017-09-15 11:30:50:567;	-0.0042733993435061495;	0.008162201637866382;	0.039223288461535055;	0.003742675781250003;	-0.00012792968750000022;	0.99677587890625
2017-09-15 11:30:50:625;	0.01575999198359594;	0.02108274844415192;	0.03748627615384272;	-0.006511230468749997;	0.0040224609375;	0.99946142578125
2017-09-15 11:30:50:683;	0.010794462663878089;	0.005176434172761217;	0.039555109999996535;	-0.00016357421874999695;	-0.0025693359375000002;	0.99335791015625
2017-09-15 11:30:50:742;	0.007155359273863636;	-0.012017554798464032;	0.03571486692307343;	0.006428222656250003;	-0.0003720703125000002;	0.99946142578125
2017-09-15 11:30:50:800;	0.008431502089621077;	-0.034855922959611096;	0.03527985461538109;	0.003986816406250003;	-0.0013486328125000002;	1.00751806640625
2017-09-15 11:30:50:864;	-0.0034289587382927682;	-0.042854300269380925;	0.03424391923076568;	0.002521972656250003;	-0.0020810546875000002;	1.00532080078125
2017-09-15 11:30:50:919;	-0.006118539996095703;	-0.03738951998009104;	0.032715813846150285;	-0.001384277343749997;	0.0010927734374999998;	1.00214697265625
2017-09-15 11:30:50:971;	0.00600786269056874;	-0.02538975320071925;	0.030987400769227187;	-0.004313964843749997;	0.0040224609375;	0.99482275390625
2017-09-15 11:30:51:024;	-0.003186955188767252;	-0.017310889242178454;	0.03266421846153486;	-0.004313964843749997;	-0.0013486328125000002;	1.00410009765625
2017-09-15 11:30:51:076;	-0.00015391614344539145;	-0.013722661819177105;	0.03173703615384253;	0.000812988281250003;	0.0010927734374999998;	0.99482275390625
2017-09-15 11:30:51:132;	-0.012402857668459229;	-0.007340360381848783;	0.03040923846153482;	-0.00040771484374999695;	-0.0040341796875;	0.99726416015625
2017-09-15 11:30:51:236;	-0.02289780784465696;	0.012241031472329003;	0.030383440769227103;	-0.006755371093749997;	-0.0054990234375;	0.99653173828125
2017-09-15 11:30:51:296;	-0.03100694739975349;	0.012154015511658896;	0.027845197692303997;	-0.005046386718749997;	-0.0033017578125000002;	1.00043798828125
2017-09-15 11:30:51:354;	-0.02081007589961531;	0.02722910342603411;	0.02720987769230397;	-0.002116699218749997;	0.0049990234375;	1.00336767578125
2017-09-15 11:30:51:416;	-0.02036947352632469;	0.03364215265418166;	0.029378865384611638;	0.00008056640625000305;	0.0049990234375;	0.99872900390625
2017-09-15 11:30:51:475;	-0.00997419275831573;	0.03810706666364784;	0.029644929999996232;	-0.008220214843749997;	0.0013369140624999998;	1.00410009765625
2017-09-15 11:30:51:534;	-0.005187873851223085;	0.031906531088831375;	0.031413302307688525;	0.007893066406250003;	-0.0015927734375000002;	0.99726416015625
